,Unnamed: 0,index,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
25740,25740,26900,HTS022,2017-10-28,2058-R1,97976,G14,2058-R1_G14,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,2e-07,M,106,0,2017-10-27 14:43:04,106,0.589297111751,0.053853351488
25760,25760,26920,HTS022,2017-10-28,2058-R1,97976,G15,2058-R1_G15,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,5e-08,M,80,0,2017-10-27 14:43:04,80,0.587968133881,0.0537319018645
25780,25780,26940,HTS022,2017-10-28,2058-R1,97976,G16,2058-R1_G16,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,1.2e-08,M,108,0,2017-10-27 14:43:04,108,0.662495871939,0.0605426742122
25800,25800,26960,HTS022,2017-10-28,2058-R1,97976,G17,2058-R1_G17,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,3.1e-09,M,73,0,2017-10-27 14:43:04,73,0.864153606844,0.0789713151499
25820,25820,26980,HTS022,2017-10-28,2058-R1,97976,G18,2058-R1_G18,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,7.8e-10,M,98,0,2017-10-27 14:43:04,98,0.648375831155,0.0592523038638
25840,25840,27000,HTS022,2017-10-28,2058-R1,97976,G19,2058-R1_G19,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,2e-10,M,100,0,2017-10-27 14:43:04,100,0.704723310563,0.0644016598567
25860,25860,27020,HTS022,2017-10-28,2058-R1,97976,G20,2058-R1_G20,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,4.9e-11,M,80,0,2017-10-27 14:43:04,80,0.727841262203,0.0665143109296
25880,25880,27040,HTS022,2017-10-28,2058-R1,97976,G21,2058-R1_G21,A2058,0.7,dabrafenib,3.9e-10,M,cobimetinib,1.2e-11,M,117,0,2017-10-27 14:43:04,117,0.671743256675,0.0613877532912
25900,25900,27060,HTS022,2017-10-28,2058-R1,97976,G22,2058-R1_G22,A2058,0.7,dabrafenib,3.9e-10,M,control,0.0,M,84,0,2017-10-27 14:43:04,84,0.839289347927,0.0766990764977
25920,25920,27080,HTS022,2017-10-28,2058-R1,97976,G23,2058-R1_G23,A2058,0.7,control,0.0,M,control,0.0,M,69,0,2017-10-27 14:43:04,69,1.06372494283,0.0972092889827
25940,25940,27100,HTS022,2017-10-28,2058-R1,97976,H02,2058-R1_H02,A2058,0.7,control,0.0,M,control,0.0,M,97,0,2017-10-27 14:43:04,97,0.906535909483,0.0828444531568
25960,25960,27120,HTS022,2017-10-28,2058-R1,97976,H03,2058-R1_H03,A2058,0.7,control,0.0,M,selumetinib,4e-06,M,77,0,2017-10-27 14:43:04,77,0.578287039297,0.0528471878908
25980,25980,27140,HTS022,2017-10-28,2058-R1,97976,H04,2058-R1_H04,A2058,0.7,control,0.0,M,selumetinib,1e-06,M,89,0,2017-10-27 14:43:04,89,0.761817393332,0.0696192447489
26000,26000,27160,HTS022,2017-10-28,2058-R1,97976,H05,2058-R1_H05,A2058,0.7,control,0.0,M,selumetinib,2.5e-07,M,61,0,2017-10-27 14:43:04,61,0.879528086159,0.0803763232892
26020,26020,27180,HTS022,2017-10-28,2058-R1,97976,H06,2058-R1_H06,A2058,0.7,control,0.0,M,selumetinib,6.3e-08,M,83,0,2017-10-27 14:43:04,83,0.796862374801,0.0728218562453
26040,26040,27200,HTS022,2017-10-28,2058-R1,97976,H07,2058-R1_H07,A2058,0.7,control,0.0,M,selumetinib,1.6e-08,M,92,0,2017-10-27 14:43:04,92,0.993188104548,0.0907632279565
26060,26060,27220,HTS022,2017-10-28,2058-R1,97976,H08,2058-R1_H08,A2058,0.7,control,0.0,M,selumetinib,3.9e-09,M,88,0,2017-10-27 14:43:04,88,0.800460263531,0.0731506519624
26080,26080,27240,HTS022,2017-10-28,2058-R1,97976,H09,2058-R1_H09,A2058,0.7,control,0.0,M,selumetinib,9.8e-10,M,89,0,2017-10-27 14:43:04,89,1.07636327396,0.098364252201
26100,26100,27260,HTS022,2017-10-28,2058-R1,97976,H10,2058-R1_H10,A2058,0.7,control,0.0,M,selumetinib,2.4e-10,M,98,0,2017-10-27 14:43:04,98,1.08047217244,0.0987397469208
26120,26120,27280,HTS022,2017-10-28,2058-R1,97976,H11,2058-R1_H11,A2058,0.7,control,0.0,M,selumetinib,6.1e-11,M,110,0,2017-10-27 14:43:04,110,1.07136137459,0.0979071499348
26140,26140,27300,HTS022,2017-10-28,2058-R1,97976,H12,2058-R1_H12,A2058,0.7,control,0.0,M,control,0.0,M,77,0,2017-10-27 14:43:04,77,0.884541823574,0.0808345073833
26160,26160,27320,HTS022,2017-10-28,2058-R1,97976,H13,2058-R1_H13,A2058,0.7,control,0.0,M,cobimetinib,8e-07,M,98,1,2017-10-27 14:43:04,98,0.503624628757,0.046024108399
26180,26180,27340,HTS022,2017-10-28,2058-R1,97976,H14,2058-R1_H14,A2058,0.7,control,0.0,M,cobimetinib,2e-07,M,68,0,2017-10-27 14:43:04,68,0.631141055371,0.0576772911586
26200,26200,27360,HTS022,2017-10-28,2058-R1,97976,H15,2058-R1_H15,A2058,0.7,control,0.0,M,cobimetinib,5e-08,M,74,0,2017-10-27 14:43:04,74,0.562523145829,0.0514065928517
26220,26220,27380,HTS022,2017-10-28,2058-R1,97976,H16,2058-R1_H16,A2058,0.7,control,0.0,M,cobimetinib,1.2e-08,M,89,0,2017-10-27 14:43:04,89,0.612593116968,0.0559822741184
26240,26240,27400,HTS022,2017-10-28,2058-R1,97976,H17,2058-R1_H17,A2058,0.7,control,0.0,M,cobimetinib,3.1e-09,M,80,2,2017-10-27 14:43:04,80,0.748152918921,0.0683705066698
26260,26260,27420,HTS022,2017-10-28,2058-R1,97976,H18,2058-R1_H18,A2058,0.7,control,0.0,M,cobimetinib,7.8e-10,M,55,0,2017-10-27 14:43:04,55,0.880453216446,0.0804608670033
26280,26280,27440,HTS022,2017-10-28,2058-R1,97976,H19,2058-R1_H19,A2058,0.7,control,0.0,M,cobimetinib,2e-10,M,78,0,2017-10-27 14:43:04,78,0.938636388589,0.0857779791316
26300,26300,27460,HTS022,2017-10-28,2058-R1,97976,H20,2058-R1_H20,A2058,0.7,control,0.0,M,cobimetinib,4.9e-11,M,72,0,2017-10-27 14:43:04,72,1.14398400022,0.104543822177
26320,26320,27480,HTS022,2017-10-28,2058-R1,97976,H21,2058-R1_H21,A2058,0.7,control,0.0,M,cobimetinib,1.2e-11,M,66,0,2017-10-27 14:43:04,66,0.991063612596,0.0905690796915
26340,26340,27500,HTS022,2017-10-28,2058-R1,97976,H22,2058-R1_H22,A2058,0.7,control,0.0,M,control,0.0,M,99,0,2017-10-27 14:43:04,99,0.926178864574,0.0846395391053
26360,26360,27520,HTS022,2017-10-28,2058-R1,97976,H23,2058-R1_H23,A2058,0.7,control,0.0,M,control,0.0,M,100,0,2017-10-27 14:43:04,100,0.940947607479,0.0859891915757
26380,26380,27540,HTS022,2017-10-28,2058-R1,97976,I02,2058-R1_I02,A2058,0.7,control,0.0,M,control,0.0,M,105,1,2017-10-27 14:43:04,105,0.828023670711,0.0756695542707
26400,26400,27560,HTS022,2017-10-28,2058-R1,97976,I03,2058-R1_I03,A2058,0.7,dabrafenib,4e-07,M,trametinib,4e-07,M,77,1,2017-10-27 14:43:04,77,0.385098282854,0.0351924908004
26420,26420,27580,HTS022,2017-10-28,2058-R1,97976,I04,2058-R1_I04,A2058,0.7,dabrafenib,4e-07,M,trametinib,1e-07,M,137,1,2017-10-27 14:43:04,137,0.466476139387,0.0426292662805
26440,26440,27600,HTS022,2017-10-28,2058-R1,97976,I05,2058-R1_I05,A2058,0.7,dabrafenib,4e-07,M,trametinib,2.5e-08,M,98,0,2017-10-27 14:43:04,98,0.522587322548,0.0477570281666
26460,26460,27620,HTS022,2017-10-28,2058-R1,97976,I06,2058-R1_I06,A2058,0.7,dabrafenib,4e-07,M,trametinib,6.2e-09,M,108,0,2017-10-27 14:43:04,108,0.539698882977,0.0493207807455
26480,26480,27640,HTS022,2017-10-28,2058-R1,97976,I07,2058-R1_I07,A2058,0.7,dabrafenib,4e-07,M,trametinib,1.6e-09,M,98,1,2017-10-27 14:43:04,98,0.532794946887,0.0486898594505
26500,26500,27660,HTS022,2017-10-28,2058-R1,97976,I08,2058-R1_I08,A2058,0.7,dabrafenib,4e-07,M,trametinib,3.9e-10,M,108,0,2017-10-27 14:43:04,108,0.466270262043,0.0426104520275
26520,26520,27680,HTS022,2017-10-28,2058-R1,97976,I09,2058-R1_I09,A2058,0.7,dabrafenib,4e-07,M,trametinib,9.8e-11,M,89,1,2017-10-27 14:43:04,89,0.608645680916,0.0556215347614
26540,26540,27700,HTS022,2017-10-28,2058-R1,97976,I10,2058-R1_I10,A2058,0.7,dabrafenib,4e-07,M,trametinib,2.4e-11,M,131,1,2017-10-27 14:43:04,131,0.550964540363,0.0503503011604
26560,26560,27720,HTS022,2017-10-28,2058-R1,97976,I11,2058-R1_I11,A2058,0.7,dabrafenib,4e-07,M,trametinib,6.1e-12,M,104,0,2017-10-27 14:43:04,104,0.485298240445,0.0443493378774
26580,26580,27740,HTS022,2017-10-28,2058-R1,97976,I12,2058-R1_I12,A2058,0.7,dabrafenib,4e-07,M,control,0.0,M,91,0,2017-10-27 14:43:04,91,0.524993534459,0.0479769216179
26600,26600,27760,HTS022,2017-10-28,2058-R1,97976,I13,2058-R1_I13,A2058,0.7,dabrafenib,4e-07,M,pd98059,4e-07,M,59,0,2017-10-27 14:43:04,59,0.593986760968,0.0542819185429
26620,26620,27780,HTS022,2017-10-28,2058-R1,97976,I14,2058-R1_I14,A2058,0.7,dabrafenib,4e-07,M,pd98059,1e-07,M,74,0,2017-10-27 14:43:04,74,0.714067128941,0.0652555515954
26640,26640,27800,HTS022,2017-10-28,2058-R1,97976,I15,2058-R1_I15,A2058,0.7,dabrafenib,4e-07,M,pd98059,2.5e-08,M,87,0,2017-10-27 14:43:04,87,0.612571435575,0.0559802927483
26660,26660,27820,HTS022,2017-10-28,2058-R1,97976,I16,2058-R1_I16,A2058,0.7,dabrafenib,4e-07,M,pd98059,6.2e-09,M,91,0,2017-10-27 14:43:04,91,0.568817835315,0.0519818376962
26680,26680,27840,HTS022,2017-10-28,2058-R1,97976,I17,2058-R1_I17,A2058,0.7,dabrafenib,4e-07,M,pd98059,1.6e-09,M,79,0,2017-10-27 14:43:04,79,0.652765944369,0.0596534976
26700,26700,27860,HTS022,2017-10-28,2058-R1,97976,I18,2058-R1_I18,A2058,0.7,dabrafenib,4e-07,M,pd98059,3.9e-10,M,70,0,2017-10-27 14:43:04,70,0.546372761139,0.049930678027
26720,26720,27880,HTS022,2017-10-28,2058-R1,97976,I19,2058-R1_I19,A2058,0.7,dabrafenib,4e-07,M,pd98059,9.8e-11,M,128,1,2017-10-27 14:43:04,128,0.578878060341,0.0529011987852
26740,26740,27900,HTS022,2017-10-28,2058-R1,97976,I20,2058-R1_I20,A2058,0.7,dabrafenib,4e-07,M,pd98059,2.4e-11,M,129,0,2017-10-27 14:43:04,129,0.728334095546,0.0665593488683
26760,26760,27920,HTS022,2017-10-28,2058-R1,97976,I21,2058-R1_I21,A2058,0.7,dabrafenib,4e-07,M,pd98059,6.1e-12,M,102,0,2017-10-27 14:43:04,102,0.60679870827,0.055452747803
26780,26780,27940,HTS022,2017-10-28,2058-R1,97976,I22,2058-R1_I22,A2058,0.7,dabrafenib,4e-07,M,control,0.0,M,80,0,2017-10-27 14:43:04,80,0.704444473563,0.0643761781317
26800,26800,27960,HTS022,2017-10-28,2058-R1,97976,I23,2058-R1_I23,A2058,0.7,control,0.0,M,control,0.0,M,78,0,2017-10-27 14:43:04,78,0.816605789786,0.0746261227953
26820,26820,27980,HTS022,2017-10-28,2058-R1,97976,J02,2058-R1_J02,A2058,0.7,control,0.0,M,control,0.0,M,81,0,2017-10-27 14:43:04,81,1.07157540867,0.0979267095978
26840,26840,28000,HTS022,2017-10-28,2058-R1,97976,J03,2058-R1_J03,A2058,0.7,dabrafenib,1e-07,M,trametinib,4e-07,M,114,0,2017-10-27 14:43:04,114,0.628245894933,0.0574127147852
26860,26860,28040,HTS022,2017-10-28,2058-R1,97976,J05,2058-R1_J05,A2058,0.7,dabrafenib,1e-07,M,trametinib,2.5e-08,M,98,0,2017-10-27 14:43:04,98,0.590395660215,0.0539537431502
26880,26880,28060,HTS022,2017-10-28,2058-R1,97976,J06,2058-R1_J06,A2058,0.7,dabrafenib,1e-07,M,trametinib,6.2e-09,M,153,0,2017-10-27 14:43:04,153,0.52856274569,0.0483030966206
26900,26900,28080,HTS022,2017-10-28,2058-R1,97976,J07,2058-R1_J07,A2058,0.7,dabrafenib,1e-07,M,trametinib,1.6e-09,M,94,0,2017-10-27 14:43:04,94,0.744910857614,0.0680742285044
26920,26920,28100,HTS022,2017-10-28,2058-R1,97976,J08,2058-R1_J08,A2058,0.7,dabrafenib,1e-07,M,trametinib,3.9e-10,M,77,0,2017-10-27 14:43:04,77,0.723748040636,0.0661402488557
26940,26940,28120,HTS022,2017-10-28,2058-R1,97976,J09,2058-R1_J09,A2058,0.7,dabrafenib,1e-07,M,trametinib,9.8e-11,M,124,0,2017-10-27 14:43:04,124,0.779642224505,0.0712481801012
26960,26960,28140,HTS022,2017-10-28,2058-R1,97976,J10,2058-R1_J10,A2058,0.7,dabrafenib,1e-07,M,trametinib,2.4e-11,M,122,0,2017-10-27 14:43:04,122,0.78434785818,0.0716782079076
26980,26980,28160,HTS022,2017-10-28,2058-R1,97976,J11,2058-R1_J11,A2058,0.7,dabrafenib,1e-07,M,trametinib,6.1e-12,M,72,0,2017-10-27 14:43:04,72,0.6956081583,0.0635686649398
27000,27000,28180,HTS022,2017-10-28,2058-R1,97976,J12,2058-R1_J12,A2058,0.7,dabrafenib,1e-07,M,control,0.0,M,107,0,2017-10-27 14:43:04,107,0.750611883063,0.0685952209228
27020,27020,28200,HTS022,2017-10-28,2058-R1,97976,J13,2058-R1_J13,A2058,0.7,dabrafenib,1e-07,M,pd98059,4e-07,M,94,0,2017-10-27 14:43:04,94,0.677379521437,0.0619028275064
27040,27040,28220,HTS022,2017-10-28,2058-R1,97976,J14,2058-R1_J14,A2058,0.7,dabrafenib,1e-07,M,pd98059,1e-07,M,103,1,2017-10-27 14:43:04,103,0.769370451817,0.0703094865731
27060,27060,28240,HTS022,2017-10-28,2058-R1,97976,J15,2058-R1_J15,A2058,0.7,dabrafenib,1e-07,M,pd98059,2.5e-08,M,101,0,2017-10-27 14:43:04,101,0.917467379697,0.0838434336303
27080,27080,28260,HTS022,2017-10-28,2058-R1,97976,J16,2058-R1_J16,A2058,0.7,dabrafenib,1e-07,M,pd98059,6.2e-09,M,89,0,2017-10-27 14:43:04,89,0.821893826504,0.0751093739337
27100,27100,28280,HTS022,2017-10-28,2058-R1,97976,J17,2058-R1_J17,A2058,0.7,dabrafenib,1e-07,M,pd98059,1.6e-09,M,134,0,2017-10-27 14:43:04,134,0.718429973246,0.0656542533423
27120,27120,28300,HTS022,2017-10-28,2058-R1,97976,J18,2058-R1_J18,A2058,0.7,dabrafenib,1e-07,M,pd98059,3.9e-10,M,129,0,2017-10-27 14:43:04,129,0.779020389259,0.0711913532284
27140,27140,28320,HTS022,2017-10-28,2058-R1,97976,J19,2058-R1_J19,A2058,0.7,dabrafenib,1e-07,M,pd98059,9.8e-11,M,84,0,2017-10-27 14:43:04,84,0.88210514699,0.0806118298952
27160,27160,28340,HTS022,2017-10-28,2058-R1,97976,J20,2058-R1_J20,A2058,0.7,dabrafenib,1e-07,M,pd98059,2.4e-11,M,81,0,2017-10-27 14:43:04,81,0.820591148452,0.0749903277385
27180,27180,28360,HTS022,2017-10-28,2058-R1,97976,J21,2058-R1_J21,A2058,0.7,dabrafenib,1e-07,M,pd98059,6.1e-12,M,68,0,2017-10-27 14:43:04,68,0.726423018718,0.066384703702
27200,27200,28380,HTS022,2017-10-28,2058-R1,97976,J22,2058-R1_J22,A2058,0.7,dabrafenib,1e-07,M,control,0.0,M,97,0,2017-10-27 14:43:04,97,0.709264972753,0.0648167030079
27220,27220,28400,HTS022,2017-10-28,2058-R1,97976,J23,2058-R1_J23,A2058,0.7,control,0.0,M,control,0.0,M,80,0,2017-10-27 14:43:04,80,1.13369776236,0.103603806739
27240,27240,28420,HTS022,2017-10-28,2058-R1,97976,K02,2058-R1_K02,A2058,0.7,control,0.0,M,control,0.0,M,69,5,2017-10-27 14:43:04,69,0.61167468859,0.0558983428632
27260,27260,28440,HTS022,2017-10-28,2058-R1,97976,K03,2058-R1_K03,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,4e-07,M,76,1,2017-10-27 14:43:04,76,0.543060759452,0.0496280083085
27280,27280,28480,HTS022,2017-10-28,2058-R1,97976,K05,2058-R1_K05,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,2.5e-08,M,85,0,2017-10-27 14:43:04,85,0.763652010317,0.0697869025761
27300,27300,28500,HTS022,2017-10-28,2058-R1,97976,K06,2058-R1_K06,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,6.2e-09,M,126,0,2017-10-27 14:43:04,126,0.597436368093,0.054597163436
27320,27320,28520,HTS022,2017-10-28,2058-R1,97976,K07,2058-R1_K07,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,1.6e-09,M,115,0,2017-10-27 14:43:04,115,0.671838376431,0.0613964458804
27340,27340,28540,HTS022,2017-10-28,2058-R1,97976,K08,2058-R1_K08,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,3.9e-10,M,81,0,2017-10-27 14:43:04,81,0.780052921536,0.0712857119525
27360,27360,28560,HTS022,2017-10-28,2058-R1,97976,K09,2058-R1_K09,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,9.8e-11,M,86,0,2017-10-27 14:43:04,86,0.662209258441,0.0605164818261
27380,27380,28580,HTS022,2017-10-28,2058-R1,97976,K10,2058-R1_K10,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,2.4e-11,M,106,0,2017-10-27 14:43:04,106,0.733656924109,0.0670457794851
27400,27400,28600,HTS022,2017-10-28,2058-R1,97976,K11,2058-R1_K11,A2058,0.7,dabrafenib,2.5e-08,M,trametinib,6.1e-12,M,88,0,2017-10-27 14:43:04,88,0.722002266444,0.0659807099927
27420,27420,28620,HTS022,2017-10-28,2058-R1,97976,K12,2058-R1_K12,A2058,0.7,dabrafenib,2.5e-08,M,control,0.0,M,77,0,2017-10-27 14:43:04,77,0.830481345175,0.0758941506654
27440,27440,28640,HTS022,2017-10-28,2058-R1,97976,K13,2058-R1_K13,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,4e-07,M,73,0,2017-10-27 14:43:04,73,0.694270798661,0.0634464493421
27460,27460,28660,HTS022,2017-10-28,2058-R1,97976,K14,2058-R1_K14,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,1e-07,M,106,0,2017-10-27 14:43:04,106,0.784198385278,0.0716645482162
27480,27480,28680,HTS022,2017-10-28,2058-R1,97976,K15,2058-R1_K15,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,2.5e-08,M,131,0,2017-10-27 14:43:04,131,0.885382241455,0.0809113095916
27500,27500,28700,HTS022,2017-10-28,2058-R1,97976,K16,2058-R1_K16,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,6.2e-09,M,93,0,2017-10-27 14:43:04,93,0.834647950402,0.0762749189593
27520,27520,28720,HTS022,2017-10-28,2058-R1,97976,K17,2058-R1_K17,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,1.6e-09,M,104,0,2017-10-27 14:43:04,104,0.821339661185,0.0750587311271
27540,27540,28740,HTS022,2017-10-28,2058-R1,97976,K18,2058-R1_K18,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,3.9e-10,M,95,0,2017-10-27 14:43:04,95,0.776867611304,0.0709946200261
27560,27560,28760,HTS022,2017-10-28,2058-R1,97976,K19,2058-R1_K19,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,9.8e-11,M,119,0,2017-10-27 14:43:04,119,0.848839367395,0.0775718120751
27580,27580,28780,HTS022,2017-10-28,2058-R1,97976,K20,2058-R1_K20,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,2.4e-11,M,108,0,2017-10-27 14:43:04,108,0.876402540514,0.0800906929937
27600,27600,28800,HTS022,2017-10-28,2058-R1,97976,K21,2058-R1_K21,A2058,0.7,dabrafenib,2.5e-08,M,pd98059,6.1e-12,M,115,0,2017-10-27 14:43:04,115,0.921729717541,0.0842329505199
27620,27620,28820,HTS022,2017-10-28,2058-R1,97976,K22,2058-R1_K22,A2058,0.7,dabrafenib,2.5e-08,M,control,0.0,M,91,0,2017-10-27 14:43:04,91,0.939742865778,0.0858790953662
27640,27640,28840,HTS022,2017-10-28,2058-R1,97976,K23,2058-R1_K23,A2058,0.7,control,0.0,M,control,0.0,M,102,0,2017-10-27 14:43:04,102,1.01281355646,0.0925567143641
27660,27660,28860,HTS022,2017-10-28,2058-R1,97976,L02,2058-R1_L02,A2058,0.7,control,0.0,M,control,0.0,M,101,0,2017-10-27 14:43:04,101,1.06255050345,0.0971019619727
27679,27679,28919,HTS022,2017-10-28,2058-R1,97976,L05,2058-R1_L05,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,2.5e-08,M,106,0,2017-10-27 14:43:04,106,0.616913622042,0.0563771066633
27699,27699,28939,HTS022,2017-10-28,2058-R1,97976,L06,2058-R1_L06,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,6.2e-09,M,86,0,2017-10-27 14:43:04,86,0.654792529335,0.0598386985628
27719,27719,28959,HTS022,2017-10-28,2058-R1,97976,L07,2058-R1_L07,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,1.6e-09,M,103,0,2017-10-27 14:43:04,103,0.790584173203,0.0722481181587
27739,27739,28979,HTS022,2017-10-28,2058-R1,97976,L08,2058-R1_L08,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,3.9e-10,M,106,0,2017-10-27 14:43:04,106,0.688739160423,0.0629409364991
27759,27759,28999,HTS022,2017-10-28,2058-R1,97976,L09,2058-R1_L09,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,9.8e-11,M,86,0,2017-10-27 14:43:04,86,0.752904783469,0.0688047593186
27779,27779,29019,HTS022,2017-10-28,2058-R1,97976,L10,2058-R1_L10,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,2.4e-11,M,112,0,2017-10-27 14:43:04,112,0.788172015954,0.0720276813882
27799,27799,29039,HTS022,2017-10-28,2058-R1,97976,L11,2058-R1_L11,A2058,0.7,dabrafenib,6.2e-09,M,trametinib,6.1e-12,M,104,0,2017-10-27 14:43:04,104,0.809456137294,0.0739727465256
27819,27819,29059,HTS022,2017-10-28,2058-R1,97976,L12,2058-R1_L12,A2058,0.7,dabrafenib,6.2e-09,M,control,0.0,M,98,0,2017-10-27 14:43:04,98,0.959754884514,0.0877079084683
27839,27839,29079,HTS022,2017-10-28,2058-R1,97976,L13,2058-R1_L13,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,4e-07,M,112,0,2017-10-27 14:43:04,112,0.934526849994,0.0854024259141
27859,27859,29099,HTS022,2017-10-28,2058-R1,97976,L14,2058-R1_L14,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,1e-07,M,88,0,2017-10-27 14:43:04,88,0.973734485748,0.0889854446447
27879,27879,29139,HTS022,2017-10-28,2058-R1,97976,L16,2058-R1_L16,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,6.2e-09,M,93,0,2017-10-27 14:43:04,93,0.705250733961,0.0644498588333
27899,27899,29159,HTS022,2017-10-28,2058-R1,97976,L17,2058-R1_L17,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,1.6e-09,M,107,1,2017-10-27 14:43:04,107,0.979577798297,0.0895194400746
27919,27919,29179,HTS022,2017-10-28,2058-R1,97976,L18,2058-R1_L18,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,3.9e-10,M,97,0,2017-10-27 14:43:04,97,0.944620148619,0.0863248094583
27939,27939,29219,HTS022,2017-10-28,2058-R1,97976,L20,2058-R1_L20,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,2.4e-11,M,100,0,2017-10-27 14:43:04,100,1.09999082818,0.100523473681
27959,27959,29239,HTS022,2017-10-28,2058-R1,97976,L21,2058-R1_L21,A2058,0.7,dabrafenib,6.2e-09,M,pd98059,6.1e-12,M,120,0,2017-10-27 14:43:04,120,0.905071452761,0.0827106226985
27979,27979,29259,HTS022,2017-10-28,2058-R1,97976,L22,2058-R1_L22,A2058,0.7,dabrafenib,6.2e-09,M,control,0.0,M,76,0,2017-10-27 14:43:04,76,0.899019294989,0.0821575417936
27999,27999,29279,HTS022,2017-10-28,2058-R1,97976,L23,2058-R1_L23,A2058,0.7,control,0.0,M,control,0.0,M,105,0,2017-10-27 14:43:04,105,0.913529479692,0.083483565732
28019,28019,29299,HTS022,2017-10-28,2058-R1,97976,M02,2058-R1_M02,A2058,0.7,control,0.0,M,control,0.0,M,100,3,2017-10-27 14:43:04,100,0.893727595138,0.0816739558972
28039,28039,29319,HTS022,2017-10-28,2058-R1,97976,M03,2058-R1_M03,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,4e-07,M,106,3,2017-10-27 14:43:04,106,0.469808772252,0.0429338213946
28059,28059,29359,HTS022,2017-10-28,2058-R1,97976,M05,2058-R1_M05,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,2.5e-08,M,98,1,2017-10-27 14:43:04,98,0.455459538813,0.0416225061063
28079,28079,29379,HTS022,2017-10-28,2058-R1,97976,M06,2058-R1_M06,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,6.2e-09,M,140,0,2017-10-27 14:43:04,140,0.586477747835,0.0535957018358
28099,28099,29399,HTS022,2017-10-28,2058-R1,97976,M07,2058-R1_M07,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,1.6e-09,M,114,0,2017-10-27 14:43:04,114,0.73379482335,0.067058381509
28119,28119,29419,HTS022,2017-10-28,2058-R1,97976,M08,2058-R1_M08,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,3.9e-10,M,98,2,2017-10-27 14:43:04,98,0.688438112956,0.0629134250542
28139,28139,29439,HTS022,2017-10-28,2058-R1,97976,M09,2058-R1_M09,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,9.8e-11,M,75,0,2017-10-27 14:43:04,75,0.739975879843,0.0676232419186
28159,28159,29459,HTS022,2017-10-28,2058-R1,97976,M10,2058-R1_M10,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,2.4e-11,M,111,0,2017-10-27 14:43:04,111,0.86143699988,0.0787230560175
28179,28179,29479,HTS022,2017-10-28,2058-R1,97976,M11,2058-R1_M11,A2058,0.7,dabrafenib,1.6e-09,M,trametinib,6.1e-12,M,102,1,2017-10-27 14:43:04,102,0.81680622633,0.0746444398369
28199,28199,29499,HTS022,2017-10-28,2058-R1,97976,M12,2058-R1_M12,A2058,0.7,dabrafenib,1.6e-09,M,control,0.0,M,98,0,2017-10-27 14:43:04,98,0.880707646674,0.0804841182975
28219,28219,29519,HTS022,2017-10-28,2058-R1,97976,M13,2058-R1_M13,A2058,0.7,dabrafenib,1.6e-09,M,pd98059,4e-07,M,94,0,2017-10-27 14:43:04,94,0.756054145438,0.0690925660865
28239,28239,29539,HTS022,2017-10-28,2058-R1,97976,M14,2058-R1_M14,A2058,0.7,dabrafenib,1.6e-09,M,pd98059,1e-07,M,110,0,2017-10-27 14:43:04,110,0.833965713411,0.0762125722284
