,expt.id,expt.date,plate.name,plate.id,well,uid,cell.line,time,drug1,drug1.conc,drug1.units,drug2,drug2.conc,drug2.units,cell.count,ch2.pos,image.time,orig.cell.count,per_via,per_via_std
2196,HTS015,2017-06-02,PC9c1-D1a,93964,G14,PC9c1-D1a_G14,PC9c1,4.1,SP600125,4.11e-08,M,osimertinib,0.0,M,119,1,2017-06-02 15:07:51,120,1.07998853115,0.100860554531
2214,HTS015,2017-06-02,PC9c1-D1a,93964,G15,PC9c1-D1a_G15,PC9c1,4.1,SP600125,0.0,M,osimertinib,0.0,M,122,1,2017-06-02 15:07:51,123,1.11835613078,0.104443719781
2232,HTS015,2017-06-02,PC9c1-D1a,93964,G16,PC9c1-D1a_G16,PC9c1,4.1,Harringtonine,1e-05,M,osimertinib,0.0,M,143,1,2017-06-02 15:07:51,144,0.116042141503,0.0108372213255
2250,HTS015,2017-06-02,PC9c1-D1a,93964,G17,PC9c1-D1a_G17,PC9c1,4.1,Harringtonine,3.1e-06,M,osimertinib,0.0,M,107,5,2017-06-02 15:07:51,112,1.06961700549,0.0998919536625
2268,HTS015,2017-06-02,PC9c1-D1a,93964,G18,PC9c1-D1a_G18,PC9c1,4.1,Harringtonine,1.11e-06,M,osimertinib,0.0,M,148,5,2017-06-02 15:07:51,153,1.0958929195,0.102345871627
2286,HTS015,2017-06-02,PC9c1-D1a,93964,G19,PC9c1-D1a_G19,PC9c1,4.1,Harringtonine,3.7e-07,M,osimertinib,0.0,M,122,4,2017-06-02 15:07:51,126,1.06083675888,0.0990719629715
2304,HTS015,2017-06-02,PC9c1-D1a,93964,G20,PC9c1-D1a_G20,PC9c1,4.1,Harringtonine,1.23e-07,M,osimertinib,0.0,M,119,2,2017-06-02 15:07:51,121,0.152127780377,0.0142072733607
2322,HTS015,2017-06-02,PC9c1-D1a,93964,G21,PC9c1-D1a_G21,PC9c1,4.1,Harringtonine,4.11e-08,M,osimertinib,0.0,M,126,0,2017-06-02 15:07:51,126,0.642902192945,0.0600408891572
2340,HTS015,2017-06-02,PC9c1-D1a,93964,G22,PC9c1-D1a_G22,PC9c1,4.1,Harringtonine,0.0,M,osimertinib,0.0,M,122,1,2017-06-02 15:07:51,123,1.08399595553,0.101234809474
2358,HTS015,2017-06-02,PC9c1-D1a,93964,G23,PC9c1-D1a_G23,PC9c1,4.1,control,0.0,M,control,0.0,M,127,0,2017-06-02 15:07:51,127,1.05223504256,0.0982686452951
2376,HTS015,2017-06-02,PC9c1-D1a,93964,H02,PC9c1-D1a_H02,PC9c1,4.1,ML9,1e-05,M,osimertinib,2e-09,M,107,0,2017-06-02 15:07:51,107,0.45098933859,0.042118072059
2394,HTS015,2017-06-02,PC9c1-D1a,93964,H03,PC9c1-D1a_H03,PC9c1,4.1,ML9,3.1e-06,M,osimertinib,2e-09,M,110,1,2017-06-02 15:07:51,111,0.464552999125,0.0433847876616
2412,HTS015,2017-06-02,PC9c1-D1a,93964,H04,PC9c1-D1a_H04,PC9c1,4.1,ML9,1.11e-06,M,osimertinib,2e-09,M,82,1,2017-06-02 15:07:51,83,0.444024268357,0.0414676014051
2430,HTS015,2017-06-02,PC9c1-D1a,93964,H05,PC9c1-D1a_H05,PC9c1,4.1,ML9,3.7e-07,M,osimertinib,2e-09,M,134,0,2017-06-02 15:07:51,134,0.412300057902,0.0385048648887
2448,HTS015,2017-06-02,PC9c1-D1a,93964,H06,PC9c1-D1a_H06,PC9c1,4.1,ML9,1.23e-07,M,osimertinib,2e-09,M,97,0,2017-06-02 15:07:51,97,0.436512699925,0.0407660930691
2466,HTS015,2017-06-02,PC9c1-D1a,93964,H07,PC9c1-D1a_H07,PC9c1,4.1,ML9,4.11e-08,M,osimertinib,2e-09,M,108,1,2017-06-02 15:07:51,109,0.432600944526,0.0404007726908
2484,HTS015,2017-06-02,PC9c1-D1a,93964,H08,PC9c1-D1a_H08,PC9c1,4.1,ML9,0.0,M,osimertinib,2e-09,M,113,2,2017-06-02 15:07:51,115,0.439130741806,0.0410105930321
2502,HTS015,2017-06-02,PC9c1-D1a,93964,H09,PC9c1-D1a_H09,PC9c1,4.1,SP600125,1e-05,M,osimertinib,2e-09,M,132,0,2017-06-02 15:07:51,132,0.49460354129,0.0461912196369
2520,HTS015,2017-06-02,PC9c1-D1a,93964,H10,PC9c1-D1a_H10,PC9c1,4.1,SP600125,3.1e-06,M,osimertinib,2e-09,M,122,0,2017-06-02 15:07:51,122,0.487777803922,0.0455537613341
2538,HTS015,2017-06-02,PC9c1-D1a,93964,H11,PC9c1-D1a_H11,PC9c1,4.1,SP600125,1.11e-06,M,osimertinib,2e-09,M,129,2,2017-06-02 15:07:51,131,0.422841777007,0.0394893601903
2556,HTS015,2017-06-02,PC9c1-D1a,93964,H12,PC9c1-D1a_H12,PC9c1,4.1,SP600125,3.7e-07,M,osimertinib,2e-09,M,120,0,2017-06-02 15:07:51,120,0.416581395455,0.03890470069
2574,HTS015,2017-06-02,PC9c1-D1a,93964,H13,PC9c1-D1a_H13,PC9c1,4.1,SP600125,1.23e-07,M,osimertinib,2e-09,M,128,1,2017-06-02 15:07:51,129,0.478927876285,0.0447272631045
2592,HTS015,2017-06-02,PC9c1-D1a,93964,H14,PC9c1-D1a_H14,PC9c1,4.1,SP600125,4.11e-08,M,osimertinib,2e-09,M,107,1,2017-06-02 15:07:51,108,0.453814932009,0.0423819553419
2610,HTS015,2017-06-02,PC9c1-D1a,93964,H15,PC9c1-D1a_H15,PC9c1,4.1,SP600125,0.0,M,osimertinib,2e-09,M,103,0,2017-06-02 15:07:51,103,0.488939301032,0.045662234007
2628,HTS015,2017-06-02,PC9c1-D1a,93964,H16,PC9c1-D1a_H16,PC9c1,4.1,Harringtonine,1e-05,M,osimertinib,2e-09,M,142,0,2017-06-02 15:07:51,142,0.451877079907,0.0422009785704
2646,HTS015,2017-06-02,PC9c1-D1a,93964,H17,PC9c1-D1a_H17,PC9c1,4.1,Harringtonine,3.1e-06,M,osimertinib,2e-09,M,104,1,2017-06-02 15:07:51,105,0.515163782712,0.0481113486858
2664,HTS015,2017-06-02,PC9c1-D1a,93964,H18,PC9c1-D1a_H18,PC9c1,4.1,Harringtonine,1.11e-06,M,osimertinib,2e-09,M,145,1,2017-06-02 15:07:51,146,0.439901594544,0.041082583273
2682,HTS015,2017-06-02,PC9c1-D1a,93964,H19,PC9c1-D1a_H19,PC9c1,4.1,Harringtonine,3.7e-07,M,osimertinib,2e-09,M,101,2,2017-06-02 15:07:51,103,0.455697170361,0.0425577383235
2700,HTS015,2017-06-02,PC9c1-D1a,93964,H20,PC9c1-D1a_H20,PC9c1,4.1,Harringtonine,1.23e-07,M,osimertinib,2e-09,M,106,0,2017-06-02 15:07:51,106,0.140724501086,0.0131423166138
2718,HTS015,2017-06-02,PC9c1-D1a,93964,H21,PC9c1-D1a_H21,PC9c1,4.1,Harringtonine,4.11e-08,M,osimertinib,2e-09,M,87,1,2017-06-02 15:07:51,88,0.317436089503,0.0296454814954
2736,HTS015,2017-06-02,PC9c1-D1a,93964,H22,PC9c1-D1a_H22,PC9c1,4.1,Harringtonine,0.0,M,osimertinib,2e-09,M,106,1,2017-06-02 15:07:51,107,0.49061180361,0.0458184296819
2754,HTS015,2017-06-02,PC9c1-D1a,93964,H23,PC9c1-D1a_H23,PC9c1,4.1,control,0.0,M,control,0.0,M,118,0,2017-06-02 15:07:51,118,1.08306285606,0.101147666946
2772,HTS015,2017-06-02,PC9c1-D1a,93964,I02,PC9c1-D1a_I02,PC9c1,4.1,ML9,1e-05,M,osimertinib,2e-08,M,91,3,2017-06-02 15:07:51,94,0.357741073127,0.0334095797997
2790,HTS015,2017-06-02,PC9c1-D1a,93964,I03,PC9c1-D1a_I03,PC9c1,4.1,ML9,3.1e-06,M,osimertinib,2e-08,M,92,0,2017-06-02 15:07:51,92,0.35698093691,0.0333385903788
2808,HTS015,2017-06-02,PC9c1-D1a,93964,I04,PC9c1-D1a_I04,PC9c1,4.1,ML9,1.11e-06,M,osimertinib,2e-08,M,92,0,2017-06-02 15:07:51,92,0.301592308957,0.0281658245865
2826,HTS015,2017-06-02,PC9c1-D1a,93964,I05,PC9c1-D1a_I05,PC9c1,4.1,ML9,3.7e-07,M,osimertinib,2e-08,M,98,3,2017-06-02 15:07:51,101,0.356112222659,0.0332574608126
2844,HTS015,2017-06-02,PC9c1-D1a,93964,I06,PC9c1-D1a_I06,PC9c1,4.1,ML9,1.23e-07,M,osimertinib,2e-08,M,63,0,2017-06-02 15:07:51,63,0.378063581644,0.0353075068789
2862,HTS015,2017-06-02,PC9c1-D1a,93964,I07,PC9c1-D1a_I07,PC9c1,4.1,ML9,4.11e-08,M,osimertinib,2e-08,M,107,0,2017-06-02 15:07:51,107,0.364317781379,0.0340237811751
2880,HTS015,2017-06-02,PC9c1-D1a,93964,I08,PC9c1-D1a_I08,PC9c1,4.1,ML9,0.0,M,osimertinib,2e-08,M,113,0,2017-06-02 15:07:51,113,0.336453352902,0.0314215112187
2898,HTS015,2017-06-02,PC9c1-D1a,93964,I09,PC9c1-D1a_I09,PC9c1,4.1,SP600125,1e-05,M,osimertinib,2e-08,M,100,1,2017-06-02 15:07:51,101,0.379974137741,0.0354859344657
2916,HTS015,2017-06-02,PC9c1-D1a,93964,I10,PC9c1-D1a_I10,PC9c1,4.1,SP600125,3.1e-06,M,osimertinib,2e-08,M,118,3,2017-06-02 15:07:51,121,0.363105069031,0.0339105254911
2934,HTS015,2017-06-02,PC9c1-D1a,93964,I11,PC9c1-D1a_I11,PC9c1,4.1,SP600125,1.11e-06,M,osimertinib,2e-08,M,100,0,2017-06-02 15:07:51,100,0.363751999607,0.0339709425925
2952,HTS015,2017-06-02,PC9c1-D1a,93964,I12,PC9c1-D1a_I12,PC9c1,4.1,SP600125,3.7e-07,M,osimertinib,2e-08,M,118,0,2017-06-02 15:07:51,118,0.353800462859,0.0330415646539
2970,HTS015,2017-06-02,PC9c1-D1a,93964,I13,PC9c1-D1a_I13,PC9c1,4.1,SP600125,1.23e-07,M,osimertinib,2e-08,M,104,2,2017-06-02 15:07:51,106,0.377137951629,0.0352210619271
2988,HTS015,2017-06-02,PC9c1-D1a,93964,I14,PC9c1-D1a_I14,PC9c1,4.1,SP600125,4.11e-08,M,osimertinib,2e-08,M,126,0,2017-06-02 15:07:51,126,0.332108078855,0.0310157043631
3006,HTS015,2017-06-02,PC9c1-D1a,93964,I15,PC9c1-D1a_I15,PC9c1,4.1,SP600125,0.0,M,osimertinib,2e-08,M,123,3,2017-06-02 15:07:51,126,0.349478832789,0.0326379659185
3024,HTS015,2017-06-02,PC9c1-D1a,93964,I16,PC9c1-D1a_I16,PC9c1,4.1,Harringtonine,1e-05,M,osimertinib,2e-08,M,99,2,2017-06-02 15:07:51,101,0.350981324104,0.0327782841745
3042,HTS015,2017-06-02,PC9c1-D1a,93964,I17,PC9c1-D1a_I17,PC9c1,4.1,Harringtonine,3.1e-06,M,osimertinib,2e-08,M,100,0,2017-06-02 15:07:51,100,0.345133042506,0.0322321108514
3060,HTS015,2017-06-02,PC9c1-D1a,93964,I18,PC9c1-D1a_I18,PC9c1,4.1,Harringtonine,1.11e-06,M,osimertinib,2e-08,M,107,0,2017-06-02 15:07:51,107,0.328683119648,0.030695846073
3078,HTS015,2017-06-02,PC9c1-D1a,93964,I19,PC9c1-D1a_I19,PC9c1,4.1,Harringtonine,3.7e-07,M,osimertinib,2e-08,M,103,0,2017-06-02 15:07:51,103,0.368172504054,0.0343837752448
3096,HTS015,2017-06-02,PC9c1-D1a,93964,I20,PC9c1-D1a_I20,PC9c1,4.1,Harringtonine,1.23e-07,M,osimertinib,2e-08,M,109,3,2017-06-02 15:07:51,112,0.15148639201,0.0141473738483
3114,HTS015,2017-06-02,PC9c1-D1a,93964,I21,PC9c1-D1a_I21,PC9c1,4.1,Harringtonine,4.11e-08,M,osimertinib,2e-08,M,124,1,2017-06-02 15:07:51,125,0.209748938506,0.0195885360259
3132,HTS015,2017-06-02,PC9c1-D1a,93964,I22,PC9c1-D1a_I22,PC9c1,4.1,Harringtonine,0.0,M,osimertinib,2e-08,M,97,2,2017-06-02 15:07:51,99,0.352095018463,0.0328822925296
3150,HTS015,2017-06-02,PC9c1-D1a,93964,I23,PC9c1-D1a_I23,PC9c1,4.1,control,0.0,M,control,0.0,M,90,0,2017-06-02 15:07:51,90,0.977378750929,0.0912777867195
3168,HTS015,2017-06-02,PC9c1-D1a,93964,J02,PC9c1-D1a_J02,PC9c1,4.1,ML9,1e-05,M,osimertinib,2e-07,M,96,0,2017-06-02 15:07:51,96,0.353073721773,0.0329736940174
3186,HTS015,2017-06-02,PC9c1-D1a,93964,J03,PC9c1-D1a_J03,PC9c1,4.1,ML9,3.1e-06,M,osimertinib,2e-07,M,106,0,2017-06-02 15:07:51,106,0.328999323605,0.0307253764852
3204,HTS015,2017-06-02,PC9c1-D1a,93964,J04,PC9c1-D1a_J04,PC9c1,4.1,ML9,1.11e-06,M,osimertinib,2e-07,M,94,1,2017-06-02 15:07:51,95,0.351187988053,0.0327975846022
3222,HTS015,2017-06-02,PC9c1-D1a,93964,J05,PC9c1-D1a_J05,PC9c1,4.1,ML9,3.7e-07,M,osimertinib,2e-07,M,109,2,2017-06-02 15:07:51,111,0.311469158379,0.0290882274464
3240,HTS015,2017-06-02,PC9c1-D1a,93964,J06,PC9c1-D1a_J06,PC9c1,4.1,ML9,1.23e-07,M,osimertinib,2e-07,M,122,1,2017-06-02 15:07:51,123,0.345202131023,0.0322385630552
3258,HTS015,2017-06-02,PC9c1-D1a,93964,J07,PC9c1-D1a_J07,PC9c1,4.1,ML9,4.11e-08,M,osimertinib,2e-07,M,126,3,2017-06-02 15:07:51,129,0.329606467141,0.0307820778592
3276,HTS015,2017-06-02,PC9c1-D1a,93964,J08,PC9c1-D1a_J08,PC9c1,4.1,ML9,0.0,M,osimertinib,2e-07,M,131,1,2017-06-02 15:07:51,132,0.300352572862,0.028050045144
3294,HTS015,2017-06-02,PC9c1-D1a,93964,J09,PC9c1-D1a_J09,PC9c1,4.1,SP600125,1e-05,M,osimertinib,2e-07,M,100,1,2017-06-02 15:07:51,101,0.355751387816,0.0332237623044
3312,HTS015,2017-06-02,PC9c1-D1a,93964,J10,PC9c1-D1a_J10,PC9c1,4.1,SP600125,3.1e-06,M,osimertinib,2e-07,M,78,0,2017-06-02 15:07:51,78,0.363994109435,0.0339935533247
3330,HTS015,2017-06-02,PC9c1-D1a,93964,J11,PC9c1-D1a_J11,PC9c1,4.1,SP600125,1.11e-06,M,osimertinib,2e-07,M,102,0,2017-06-02 15:07:51,102,0.370019167479,0.0345562358698
3348,HTS015,2017-06-02,PC9c1-D1a,93964,J12,PC9c1-D1a_J12,PC9c1,4.1,SP600125,3.7e-07,M,osimertinib,2e-07,M,116,1,2017-06-02 15:07:51,117,0.337804648077,0.0315477092076
3366,HTS015,2017-06-02,PC9c1-D1a,93964,J13,PC9c1-D1a_J13,PC9c1,4.1,SP600125,1.23e-07,M,osimertinib,2e-07,M,90,1,2017-06-02 15:07:51,91,0.33983375795,0.0317372085783
3384,HTS015,2017-06-02,PC9c1-D1a,93964,J14,PC9c1-D1a_J14,PC9c1,4.1,SP600125,4.11e-08,M,osimertinib,2e-07,M,123,1,2017-06-02 15:07:51,124,0.319808408071,0.0298670332615
3402,HTS015,2017-06-02,PC9c1-D1a,93964,J15,PC9c1-D1a_J15,PC9c1,4.1,SP600125,0.0,M,osimertinib,2e-07,M,125,1,2017-06-02 15:07:51,126,0.323003271594,0.0301654028249
3420,HTS015,2017-06-02,PC9c1-D1a,93964,J16,PC9c1-D1a_J16,PC9c1,4.1,Harringtonine,1e-05,M,osimertinib,2e-07,M,107,1,2017-06-02 15:07:51,108,0.331263129255,0.0309367941869
3438,HTS015,2017-06-02,PC9c1-D1a,93964,J17,PC9c1-D1a_J17,PC9c1,4.1,Harringtonine,3.1e-06,M,osimertinib,2e-07,M,99,0,2017-06-02 15:07:51,99,0.337856099059,0.0315525142351
3456,HTS015,2017-06-02,PC9c1-D1a,93964,J18,PC9c1-D1a_J18,PC9c1,4.1,Harringtonine,1.11e-06,M,osimertinib,2e-07,M,111,0,2017-06-02 15:07:51,111,0.352953538669,0.0329624700699
3474,HTS015,2017-06-02,PC9c1-D1a,93964,J19,PC9c1-D1a_J19,PC9c1,4.1,Harringtonine,3.7e-07,M,osimertinib,2e-07,M,104,0,2017-06-02 15:07:51,104,0.354598360006,0.0331160805828
3492,HTS015,2017-06-02,PC9c1-D1a,93964,J20,PC9c1-D1a_J20,PC9c1,4.1,Harringtonine,1.23e-07,M,osimertinib,2e-07,M,99,1,2017-06-02 15:07:51,100,0.145524236627,0.0135905658075
3510,HTS015,2017-06-02,PC9c1-D1a,93964,J21,PC9c1-D1a_J21,PC9c1,4.1,Harringtonine,4.11e-08,M,osimertinib,2e-07,M,87,0,2017-06-02 15:07:51,87,0.244361652979,0.0228210310709
3528,HTS015,2017-06-02,PC9c1-D1a,93964,J22,PC9c1-D1a_J22,PC9c1,4.1,Harringtonine,0.0,M,osimertinib,2e-07,M,73,1,2017-06-02 15:07:51,74,0.325653211582,0.0304128817647
3546,HTS015,2017-06-02,PC9c1-D1a,93964,J23,PC9c1-D1a_J23,PC9c1,4.1,control,0.0,M,control,0.0,M,91,0,2017-06-02 15:07:51,91,0.941140177093,0.0878934520279
3564,HTS015,2017-06-02,PC9c1-D1a,93964,K02,PC9c1-D1a_K02,PC9c1,4.1,PP2,1e-05,M,osimertinib,0.0,M,93,3,2017-06-02 15:07:51,96,1.07543232479,0.100435048624
3582,HTS015,2017-06-02,PC9c1-D1a,93964,K03,PC9c1-D1a_K03,PC9c1,4.1,PP2,3.1e-06,M,osimertinib,0.0,M,96,0,2017-06-02 15:07:51,96,0.56248784843,0.0525309618329
3600,HTS015,2017-06-02,PC9c1-D1a,93964,K04,PC9c1-D1a_K04,PC9c1,4.1,PP2,1.11e-06,M,osimertinib,0.0,M,124,0,2017-06-02 15:07:51,124,0.868064662537,0.0810689009256
3618,HTS015,2017-06-02,PC9c1-D1a,93964,K05,PC9c1-D1a_K05,PC9c1,4.1,PP2,3.7e-07,M,osimertinib,0.0,M,104,0,2017-06-02 15:07:51,104,0.95202248464,0.0889097550183
3636,HTS015,2017-06-02,PC9c1-D1a,93964,K06,PC9c1-D1a_K06,PC9c1,4.1,PP2,1.23e-07,M,osimertinib,0.0,M,149,0,2017-06-02 15:07:51,149,0.966409993157,0.0902534101086
3654,HTS015,2017-06-02,PC9c1-D1a,93964,K07,PC9c1-D1a_K07,PC9c1,4.1,PP2,4.11e-08,M,osimertinib,0.0,M,123,1,2017-06-02 15:07:51,124,1.02222913795,0.0954663820381
3672,HTS015,2017-06-02,PC9c1-D1a,93964,K08,PC9c1-D1a_K08,PC9c1,4.1,PP2,0.0,M,osimertinib,0.0,M,118,1,2017-06-02 15:07:51,119,1.11116834725,0.103772449845
3690,HTS015,2017-06-02,PC9c1-D1a,93964,K09,PC9c1-D1a_K09,PC9c1,4.1,U0126,1e-05,M,osimertinib,0.0,M,146,2,2017-06-02 15:07:51,148,0.953241874707,0.0890236343371
3708,HTS015,2017-06-02,PC9c1-D1a,93964,K10,PC9c1-D1a_K10,PC9c1,4.1,U0126,3.1e-06,M,osimertinib,0.0,M,128,1,2017-06-02 15:07:51,129,1.00279952721,0.0936518430341
3726,HTS015,2017-06-02,PC9c1-D1a,93964,K11,PC9c1-D1a_K11,PC9c1,4.1,U0126,1.11e-06,M,osimertinib,0.0,M,117,0,2017-06-02 15:07:51,117,1.06720545891,0.0996667383777
3744,HTS015,2017-06-02,PC9c1-D1a,93964,K12,PC9c1-D1a_K12,PC9c1,4.1,U0126,3.7e-07,M,osimertinib,0.0,M,122,0,2017-06-02 15:07:51,122,1.08863171189,0.101667744587
3762,HTS015,2017-06-02,PC9c1-D1a,93964,K13,PC9c1-D1a_K13,PC9c1,4.1,U0126,1.23e-07,M,osimertinib,0.0,M,120,0,2017-06-02 15:07:51,120,1.16022529794,0.108353897802
3780,HTS015,2017-06-02,PC9c1-D1a,93964,K14,PC9c1-D1a_K14,PC9c1,4.1,U0126,4.11e-08,M,osimertinib,0.0,M,116,2,2017-06-02 15:07:51,118,1.18436947442,0.110608731958
3798,HTS015,2017-06-02,PC9c1-D1a,93964,K15,PC9c1-D1a_K15,PC9c1,4.1,U0126,0.0,M,osimertinib,0.0,M,137,1,2017-06-02 15:07:51,138,1.00137454015,0.0935187629312
3816,HTS015,2017-06-02,PC9c1-D1a,93964,K16,PC9c1-D1a_K16,PC9c1,4.1,Aprepitant,1e-05,M,osimertinib,0.0,M,92,1,2017-06-02 15:07:51,93,1.10492967993,0.103189818245
3834,HTS015,2017-06-02,PC9c1-D1a,93964,K17,PC9c1-D1a_K17,PC9c1,4.1,Aprepitant,3.1e-06,M,osimertinib,0.0,M,132,1,2017-06-02 15:07:51,133,1.00033431628,0.0934216160144
3852,HTS015,2017-06-02,PC9c1-D1a,93964,K18,PC9c1-D1a_K18,PC9c1,4.1,Aprepitant,1.11e-06,M,osimertinib,0.0,M,103,0,2017-06-02 15:07:51,103,1.15479724872,0.107846970146
3870,HTS015,2017-06-02,PC9c1-D1a,93964,K19,PC9c1-D1a_K19,PC9c1,4.1,Aprepitant,3.7e-07,M,osimertinib,0.0,M,94,1,2017-06-02 15:07:51,95,1.10577640552,0.103268894281
3888,HTS015,2017-06-02,PC9c1-D1a,93964,K20,PC9c1-D1a_K20,PC9c1,4.1,Aprepitant,1.23e-07,M,osimertinib,0.0,M,96,0,2017-06-02 15:07:51,96,1.09877859467,0.102615365969
3906,HTS015,2017-06-02,PC9c1-D1a,93964,K21,PC9c1-D1a_K21,PC9c1,4.1,Aprepitant,4.11e-08,M,osimertinib,0.0,M,103,0,2017-06-02 15:07:51,103,1.01753298238,0.0950278062191
3924,HTS015,2017-06-02,PC9c1-D1a,93964,K22,PC9c1-D1a_K22,PC9c1,4.1,Aprepitant,0.0,M,osimertinib,0.0,M,117,1,2017-06-02 15:07:51,118,1.02002579703,0.0952606111619
3942,HTS015,2017-06-02,PC9c1-D1a,93964,K23,PC9c1-D1a_K23,PC9c1,4.1,control,0.0,M,control,0.0,M,103,0,2017-06-02 15:07:51,103,1.14312228192,0.106756640396
3960,HTS015,2017-06-02,PC9c1-D1a,93964,L02,PC9c1-D1a_L02,PC9c1,4.1,PP2,1e-05,M,osimertinib,2e-09,M,85,0,2017-06-02 15:07:51,85,0.449206226626,0.04195154653
3978,HTS015,2017-06-02,PC9c1-D1a,93964,L03,PC9c1-D1a_L03,PC9c1,4.1,PP2,3.1e-06,M,osimertinib,2e-09,M,84,0,2017-06-02 15:07:51,84,0.358114784701,0.0334444808709
3996,HTS015,2017-06-02,PC9c1-D1a,93964,L04,PC9c1-D1a_L04,PC9c1,4.1,PP2,1.11e-06,M,osimertinib,2e-09,M,89,1,2017-06-02 15:07:51,90,0.355336955619,0.0331850583182
4014,HTS015,2017-06-02,PC9c1-D1a,93964,L05,PC9c1-D1a_L05,PC9c1,4.1,PP2,3.7e-07,M,osimertinib,2e-09,M,88,0,2017-06-02 15:07:51,88,0.443778686392,0.0414446664086
4032,HTS015,2017-06-02,PC9c1-D1a,93964,L06,PC9c1-D1a_L06,PC9c1,4.1,PP2,1.23e-07,M,osimertinib,2e-09,M,92,0,2017-06-02 15:07:51,92,0.472942250222,0.0441682631277
4050,HTS015,2017-06-02,PC9c1-D1a,93964,L07,PC9c1-D1a_L07,PC9c1,4.1,PP2,4.11e-08,M,osimertinib,2e-09,M,105,0,2017-06-02 15:07:51,105,0.475995281163,0.0444533868904
4068,HTS015,2017-06-02,PC9c1-D1a,93964,L08,PC9c1-D1a_L08,PC9c1,4.1,PP2,0.0,M,osimertinib,2e-09,M,109,0,2017-06-02 15:07:51,109,0.507398323876,0.0473861294248
4086,HTS015,2017-06-02,PC9c1-D1a,93964,L09,PC9c1-D1a_L09,PC9c1,4.1,U0126,1e-05,M,osimertinib,2e-09,M,115,1,2017-06-02 15:07:51,116,0.467189075221,0.043630971847
4104,HTS015,2017-06-02,PC9c1-D1a,93964,L10,PC9c1-D1a_L10,PC9c1,4.1,U0126,3.1e-06,M,osimertinib,2e-09,M,92,2,2017-06-02 15:07:51,94,0.509912979999,0.0476209741511
4122,HTS015,2017-06-02,PC9c1-D1a,93964,L11,PC9c1-D1a_L11,PC9c1,4.1,U0126,1.11e-06,M,osimertinib,2e-09,M,127,1,2017-06-02 15:07:51,128,0.43258331776,0.0403991265202
4140,HTS015,2017-06-02,PC9c1-D1a,93964,L12,PC9c1-D1a_L12,PC9c1,4.1,U0126,3.7e-07,M,osimertinib,2e-09,M,100,0,2017-06-02 15:07:51,100,0.46315730788,0.0432544435062
4158,HTS015,2017-06-02,PC9c1-D1a,93964,L13,PC9c1-D1a_L13,PC9c1,4.1,U0126,1.23e-07,M,osimertinib,2e-09,M,147,0,2017-06-02 15:07:51,147,0.43084051709,0.0402363656788
4176,HTS015,2017-06-02,PC9c1-D1a,93964,L14,PC9c1-D1a_L14,PC9c1,4.1,U0126,4.11e-08,M,osimertinib,2e-09,M,134,0,2017-06-02 15:07:51,134,0.412373018751,0.0385116787311
4194,HTS015,2017-06-02,PC9c1-D1a,93964,L15,PC9c1-D1a_L15,PC9c1,4.1,U0126,0.0,M,osimertinib,2e-09,M,137,1,2017-06-02 15:07:51,138,0.413158972099,0.0385850792241
4212,HTS015,2017-06-02,PC9c1-D1a,93964,L16,PC9c1-D1a_L16,PC9c1,4.1,Aprepitant,1e-05,M,osimertinib,2e-09,M,111,1,2017-06-02 15:07:51,112,0.36818479378,0.0343849229872
4230,HTS015,2017-06-02,PC9c1-D1a,93964,L17,PC9c1-D1a_L17,PC9c1,4.1,Aprepitant,3.1e-06,M,osimertinib,2e-09,M,120,1,2017-06-02 15:07:51,121,0.455765929708,0.042564159786
4248,HTS015,2017-06-02,PC9c1-D1a,93964,L18,PC9c1-D1a_L18,PC9c1,4.1,Aprepitant,1.11e-06,M,osimertinib,2e-09,M,123,0,2017-06-02 15:07:51,123,0.414778136798,0.0387362936534
4266,HTS015,2017-06-02,PC9c1-D1a,93964,L19,PC9c1-D1a_L19,PC9c1,4.1,Aprepitant,3.7e-07,M,osimertinib,2e-09,M,111,1,2017-06-02 15:07:51,112,0.496006136371,0.0463222085442
4284,HTS015,2017-06-02,PC9c1-D1a,93964,L20,PC9c1-D1a_L20,PC9c1,4.1,Aprepitant,1.23e-07,M,osimertinib,2e-09,M,133,3,2017-06-02 15:07:51,136,0.475384735317,0.0443963677732
4302,HTS015,2017-06-02,PC9c1-D1a,93964,L21,PC9c1-D1a_L21,PC9c1,4.1,Aprepitant,4.11e-08,M,osimertinib,2e-09,M,119,2,2017-06-02 15:07:51,121,0.43156321609,0.0403038588232
4320,HTS015,2017-06-02,PC9c1-D1a,93964,L22,PC9c1-D1a_L22,PC9c1,4.1,Aprepitant,0.0,M,osimertinib,2e-09,M,130,0,2017-06-02 15:07:51,130,0.446118605397,0.0416631923667
4338,HTS015,2017-06-02,PC9c1-D1a,93964,L23,PC9c1-D1a_L23,PC9c1,4.1,control,0.0,M,control,0.0,M,119,0,2017-06-02 15:07:51,119,1.13575124658,0.106068256501
4356,HTS015,2017-06-02,PC9c1-D1a,93964,M02,PC9c1-D1a_M02,PC9c1,4.1,PP2,1e-05,M,osimertinib,2e-08,M,118,0,2017-06-02 15:07:51,118,0.353097771822,0.032975940061
4374,HTS015,2017-06-02,PC9c1-D1a,93964,M03,PC9c1-D1a_M03,PC9c1,4.1,PP2,3.1e-06,M,osimertinib,2e-08,M,134,2,2017-06-02 15:07:51,136,0.321902362763,0.0300625885154
